PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Abstract,Keywords,pub_types,mesh_terms
37238256,Detection of Monkeypox Disease from Human Skin Images with a Hybrid Deep Learning Model.,Fatih Uysal,"Diagnostics (Basel, Switzerland). 2023. doi: 10.3390/diagnostics13101772..",Uysal,"Diagnostics (Basel, Switzerland)",2023,2023/05/17,,,10.3390/diagnostics13101772,"Monkeypox, a virus transmitted from animals to humans, is a DNA virus with two distinct genetic lineages in central and eastern Africa. In addition to zootonic transmission through direct contact with the body fluids and blood of infected animals, monkeypox can also be transmitted from person to person through skin lesions and respiratory secretions of an infected person. Various lesions occur on the skin of infected individuals. This study has developed a hybrid artificial intelligence system to detect monkeypox in skin images. An open source image dataset was used for skin images. This dataset has a multi-class structure consisting of chickenpox, measles, monkeypox and normal classes. The data distribution of the classes in the original dataset is unbalanced. Various data augmentation and data preprocessing operations were applied to overcome this imbalance. After these operations, CSPDarkNet, InceptionV4, MnasNet, MobileNetV3, RepVGG, SE-ResNet and Xception, which are state-of-the-art deep learning models, were used for monkeypox detection. In order to improve the classification results obtained in these models, a unique hybrid deep learning model specific to this study was created by using the two highest-performing deep learning models and the long short-term memory (LSTM) model together. In this hybrid artificial intelligence system developed and proposed for monkeypox detection, test accuracy was 87% and Cohen's kappa score was 0.8222.",artificial intelligence; deep learning; image classification; monkeypox disease,Journal Article,
36133748,A case report of monkeypox as a result of conflict in the context of a measles campaign.,"E L Jarman, M Alain, N Conroy, L A Omam","Public health in practice (Oxford, England). 2022. doi: 10.1016/j.puhip.2022.100312..",Jarman,"Public health in practice (Oxford, England)",2022,2022/09/12,,,10.1016/j.puhip.2022.100312,"INTRODUCTION: Northwest and Southwest Cameroon suffer with ongoing conflict, associated with internal displacement of communities into bushland, violence and destruction of the health system. CASE PRESENTATION: During a measles immunisation and surveillance campaign, following a measles outbreak, a 14-year-old boy was identified as having fever and a rash. This developed following close contact with a giant forest rat. He was diagnosed with monkeypox and this was confirmed by PCR. He was treated with oral cloxacillin and topical tetracycline for superadded bacterial skin and eye infections, and isolation policies were put in place. His rash improved over 7 days, when it scabbed over and his fever settled. DISCUSSION: Recent displacement into a bush settlement away from agricultural opportunities increased his family's reliance on bush meat. Displacement away from established surveillance systems increased the risk of undetected transmission. This is the second confirmed case of Monkeypox in Cameroon in the last year, and the first in the Southwest region. CONCLUSION: Conflict led to the breakdown of surveillance systems, a lack of health personnel, destruction of health facilities and displacement of communities, which raised the risk of monkeypox outbreaks within Northwest and Southwest Cameroon. Surveillance for monkeypox is challenging due to clinical similarity to chickenpox. There is a risk of emergence in new regions with suitable hosts. The factors underlying the establishment of monkeypox infections in new regions are multifactorial and require a strong public health response for prevention and control. A OneHealth approach to emerging infectious diseases is essential.",Measles; Monkeypox; Southwest Cameroon,Journal Article,
35860124,Human monkeypox expansion from the endemic to non-endemic regions: Control measures.,"Hashaam Jamil, Waleed Tariq, Muhammad Junaid Tahir, Rabia Salman Mahfooz, Muhammad Sohaib Asghar, Ali Ahmed",Annals of medicine and surgery (2012). 2022. doi: 10.1016/j.amsu.2022.104048..,Jamil,Annals of medicine and surgery (2012),2022,2022/06/23,,,10.1016/j.amsu.2022.104048,"The recent monkeypox outbreak in non-endemic countries is a rare event. It is a zoonosis with clinical features similar to smallpox, transmitting from animal to human and human to human. Since 2000, the number of monkeypox cases in humans had increased in African countries, resulting in its spread to the other parts of the world. On May 26, 2022 World Health Organization has confirmed 120 cases of monkeypox in 23 non-endemic countries. The decreased immunity to the Orthopoxviruses, human migration from endemic to non-endemic regions, genetic mutations in the viral genome, and reduced surveillance may contribute to the recent outbreaks. A multi-pronged approach comprising health education, tracking human migration, developing diagnostic facilities, and an effective vaccine could prevent transmission and pathogenicity.",Epidemic; Infection; Public health; Vaccination; Virology; Zoonosis,Journal Article,
36558752,"More Evidence about Monkeypox Sexual Transmission in the Current 2022 Multi-Country Outbreak. Reply to Vera et al. Comment on ""Sah et al. Monkeypox and Its Possible Sexual Transmission: Where Are We Now with Its Evidence? Pathogens 2022, 11, 924"".","Abdullah Reda, Ranjit Sah, Alfonso J Rodríguez-Morales","Pathogens (Basel, Switzerland). 2022. doi: 10.3390/pathogens11121418..",Reda,"Pathogens (Basel, Switzerland)",2022,2022/11/25,,,10.3390/pathogens11121418,We want to thank Milagros N. Vera and colleagues [...].,,Journal Article,
38476572,Monkeypox and the eye.,Zahra Sibeveih,"Medical hypothesis, discovery & innovation ophthalmology journal. 2023. doi: 10.51329/mehdiophthal1481..",Sibeveih,"Medical hypothesis, discovery & innovation ophthalmology journal",2023,2023/12/31,,,10.51329/mehdiophthal1481,,COVID 19; Orthopoxviruses; acquired blindness; blepharitides; communicable disease; conjunctivitides; keratitides; monkey pox; pandemic; scleritides; transmission; uveitides,Journal Article,
37641788,The role of primary eye health care in controlling the surge of monkeypox.,Pegah Rashidian,"Medical hypothesis, discovery & innovation ophthalmology journal. 2022. doi: 10.51329/mehdiophthal1451..",Rashidian,"Medical hypothesis, discovery & innovation ophthalmology journal",2022,2022/09/23,,,10.51329/mehdiophthal1451,,blepharitides; communicable disease; conjunctivitides; monkey pox; primary healthcare; transmission; vaccinations,Journal Article,
36213628,Ocular manifestations of recent viral pandemics: A literature review.,"Mohammad J J Taha, Mohammad T Abuawwad, Warda A Alrubasy, Shams Khalid Sameer, Taleb Alsafi, Yaqeen Al-Bustanji, Luai Abu-Ismail, Abdulqadir J Nashwan",Frontiers in medicine. 2022. doi: 10.3389/fmed.2022.1011335..,Taha,Frontiers in medicine,2022,2022/09/23,,,10.3389/fmed.2022.1011335,"Viral pandemics often take the world by storm, urging the medical community to prioritize the most evident systemic manifestations, often causing ocular manifestations to go unnoticed. This literature review highlights the ocular complications of the Monkeypox, SARS-CoV-2, MERS, Ebola, H1N1, and Zika viruses as the most recent viral pandemics. Research into the effects of these pandemics began immediately. Moreover, it also discusses the ocular complications of the vaccines and treatments that were used in the scope of the viral pandemics. Additionally, this review discusses the role of the eye as an important route of viral transmission, and thereafter, the International recommendations to reduce the incidence of viral transmission were mentioned. Lastly, this paper wants to lay out a platform for researchers who want to learn more about how viruses show up in the eye.",COVID-19; Ebola; H1N1; MERS; Monkeypox; Zika; influenza; ophthalmology,Journal Article; Review,
36338228,2022 Monkeypox outbreak: Why is it a public health emergency of international concern? What can we do to control it?,"Shi-Yan Ren, Jing Li, Rong-Ding Gao",World journal of clinical cases. 2022. doi: 10.12998/wjcc.v10.i30.10873..,Ren,World journal of clinical cases,2022,2022/10/26,,,10.12998/wjcc.v10.i30.10873,"The World Health Organization (WHO) called the recent monkeypox (MPX) outbreak a Public Health Emergency of International Concern on July 23, 2022. The United States of America (US) alarmed the recent MPX outbreak as the US public health emergency on August 4, 2022. Since early May 2022, more than 35000 MPX cases and 12 deaths had been reported to WHO from 92 countries and territories by August 17, 2022, and MPX cases continue rising rapidly with improved surveillance, access to diagnosis, and continuous virus spreading globally. Approximately 99% MPX cases are men, of which 95% cases are men who have sex with man. No evidence of MPX being sexually transmitted infections (STIs) is found; however, a high percentage (25%) of concurrent STIs and frequent anogenital symptoms suggest transmission through local inoculation during close intimate contact or sexual activity. Many approaches including a comprehensive international vaccination strategy and adequate supplies are mandatory to prevent MPX pandemic. Education, vaccination, MPX scrutiny and careful monitoring, and crossborder collaborations with international sectors are practical strategy to contain MPX outbreaks. People are educated to reduce the risk of exposure and to reduce the number of sexual partners especially new ones, to avoid contacting travelers from epidemic regions or animals that may carry MPX virus, and avoid traveling to endemic areas.",Infectivity; Man who have sex with man; Monkeypox; Outbreak; Public Health Emergency of International Concern vaccination; Transmission,Journal Article; Review,
37614259,Evaluation of Monkeypox as an Unrecognized Sexually Transmitted Disease: A Rare Case of Monkeypox Infection with HIV and Syphilis Coinfection.,"Ahmed Ali Aziz, Maleeha Saleem, Sara L Wallach, Shazia M Shah",Cureus. 2023. doi: 10.7759/cureus.42326..,Aziz,Cureus,2023,2023/07/23,,,10.7759/cureus.42326,"Monkeypox (MPX) virus is endemic in Africa. However, since May 2022, many cases have been reported worldwide in many non-endemic regions as well. The virus usually spreads from animals to humans or from humans to humans through respiratory droplets or after contact with infected lesions. In the recent outbreak of MPX, many cases did not have any travel history to endemic areas and were reported in men who have sex with men (MSM) along with the diagnosis of other sexually transmitted diseases (STDs). However, MPX is not yet considered a sexually transmitted infection (STI), even though a relationship between MPX and other STIs may exist with a possible facilitating action on their spreading. We present a similar case of MPX infection in an MSM patient with concomitant HIV and syphilis infections and no travel history to an endemic area.",hiv aids; infectious disease transmission; monkey pox; sexually transmitted infection; syphilis rash,Case Reports; Journal Article,
36844683,The threat of Monkeypox in the Philippines: another problematic preparation and management for the healthcare system?,Dalmacito A Cordero,Clinical and experimental vaccine research. 2023. doi: 10.7774/cevr.2023.12.1.77..,Cordero,Clinical and experimental vaccine research,2023,2023/01/31,,,10.7774/cevr.2023.12.1.77,"The Philippines is still in a tight battle with the coronavirus disease 2019 pandemic since many cases are detected daily. With the continuous spread of another disease worldwide-monkeypox, many Filipinos are alarmed if the country's healthcare system is prepared enough, especially with the detection of its first case. Learning from the unfortunate experiences of the country during the current pandemic is essential in facing another health crisis. With this, recommendations for a robust healthcare system are proposed centered on: a massive digital information campaign about the disease; training healthcare workers to raise awareness about the virus and its transmission, management, and treatment; an intensified surveillance and detection procedure to monitor cases and execute contact tracing properly; and a persistent procurement of vaccines and drugs for treatment, with a well-designed vaccination program.",Delivery of health care; Monkeypox; Pandemics; Therapeutics; Vaccination,Journal Article,
38186764,"Monkeypox, abortion, and vertical transmission: A consideration in obstetrics.","Rujittika Mungmunpuntipantip, Viroj Wiwanitkit",Journal of family medicine and primary care. 2023. doi: 10.4103/jfmpc.jfmpc_2123_22..,Mungmunpuntipantip,Journal of family medicine and primary care,2023,2023/11/21,,,10.4103/jfmpc.jfmpc_2123_22,,,Journal Article,
36818951,Monkeypox: A current emergency global health threat.,"Mohamud Sheek-Hussein, Ahmed R Alsuwaidi, Emma A Davies, Fikri M Abu-Zidan",Turkish journal of emergency medicine. 2023. doi: 10.4103/2452-2473.366487..,Sheek-Hussein,Turkish journal of emergency medicine,2023,2023/01/02,,,10.4103/2452-2473.366487,"Monkeypox (MPXV) is an emerging zoonotic disease carrying a global health threat. Using a multi-disciplinary approach, we review the current MPXV virus infection outbreak including virology, prevention, clinical presentation, and disaster management. MPXV is caused by a double-stranded deoxyribonucleic acid virus. Despite its clinical similarities with smallpox, it is less severe with low mortality. Human-to-human transmission occurs through prolonged direct or close contact, or through blood, body fluids, or mucosal lesions. Risk groups include frontline health workers who care for MPXV patients, household members of an infected patient, and men who have sex with men. Skin lesions are usually, but not always, at the same stage. They may affect the face followed by the distal extremities with fewer lesions on the trunk (centrifugal distribution). Lesions may involve the mouth, genitalia, conjunctiva, and rectum. The majority of cases are mild. Nevertheless, the disease may have long-term effects on the skin, the neurological system, and the eye. Vaccination against MPXV is available but meanwhile should be limited to those who are at high risk. Those vaccinated against smallpox (usually older than 40 years) might be immune against MPXV. Infectious diseases are without borders. If proper action is not taken, there is considerable risk that MPXV will be entrenched worldwide. Our world has a delicate balance between animals, environment, and humans reflecting the need for a ""one globe, one health approach"" to address this risk. Following the principles of disaster management and using the lessons we have learned from the COVID-19 pandemic will reduce the impact of the MPXV outbreak.",Emergency; human monkeypox; orthopoxvirus; pandemic; public health; transmission; vaccine,Journal Article; Review,
37766109,Mpox Vaccination Hesitancy and Its Associated Factors among Men Who Have Sex with Men in China: A National Observational Study.,"Min Zheng, Min Du, Guanghong Yang, Yongming Yao, Xiaohan Qian, Yuan Zhi, Lin Ma, Rui Tao, Zhilin Zhu, Feng Zhou, Siqi Dai, Jie Yang, Min Liu, Jue Liu",Vaccines. 2023. doi: 10.3390/vaccines11091432..,Zheng,Vaccines,2023,2023/08/30,,,10.3390/vaccines11091432,"More than 400 confirmed mpox cases have been reported in China. The mpox vaccination is crucial to mitigate mpox transmission, especially for at-risk populations. This study aimed to determine mpox vaccination hesitancy and its associated factors in Chinese men who have sex with men (MSM). This nationwide cross-sectional study was conducted among 7538 Chinese MSM in 27 MSM social organizations from 21 provinces, municipalities, and autonomous regions of China from 31 July to 4 August 2023. Of them, the rate of mpox vaccination hesitancy was 5.59% (421/7538). The most common reason for mpox vaccination hesitation was concerns of safety and side effects (62.71%, 264/421), followed by concerns of privacy (38.24%, 161/421), thoughts of impossible infection (37.53%, 158/421), no effectiveness in preventing reinfection (30.88%, 130/421), and no worry about infection (12.35%, 52/421). Regarding the concerning characteristics of the vaccines, concerns of vaccine safety ranked first (71.74%, 5408/7538), followed by vaccine effectiveness (14.05%, 1059/7538), vaccine costs (7.35%, 554/7538), and the continuity of vaccine effectiveness (3.91%, 295/7538). The highest odds ratio of mpox vaccination hesitation was seen in MSM who were infected with mpox virus (aOR = 2.38; 95%CI = 1.08, 5.23), followed by those aged ≥60 years (aOR = 2.25; 95%CI = 1.31, 3.88), those who were unemployed (aOR = 1.66; 95%CI = 1.25, 2.19), and those who had an education level of postgraduate and above (aOR = 1.55; 95%CI = 1.01, 2.37). However, MSM who had a higher level of mpox-related knowledge (moderate: aOR = 0.53; 95%CI = 0.36, 0.77; high: aOR = 0.30; 95%CI = 0.23, 0.40) had a lower odds ratio of mpox vaccination hesitation. MSM in China had low hesitancy toward mpox vaccination. The safety and effectiveness of the vaccine and privacy were important aspects of hesitancy. Health education on mpox-related knowledge should be encouraged to promote future vaccination plans.",China; MSM; mpox; nationwide; vaccination,Journal Article,
37514954,Critical Elements of an Mpox Vaccination Model at the Largest Public Health Hospital System in the United States.,"Anthony J Lo Piccolo, Justin Chan, Gabriel M Cohen, Ofole Mgbako, Robert A Pitts, Radu Postelnicu, Andrew Wallach, Vikramjit Mukherjee",Vaccines. 2023. doi: 10.3390/vaccines11071138..,Piccolo,Vaccines,2023,2023/06/23,,,10.3390/vaccines11071138,"In the spring of 2022, mpox spread to non-endemic countries, including the United States. In New York City (NYC), vaccine demand grew as quickly as case counts. With the leadership of the Regional Emerging Special Pathogens Treatment Center (RESPTC) at NYC Health and Hospitals/Bellevue (NYC H+H)-part of the largest public hospital system in the United States-an innovative vaccination model was established that overcame challenges involving health inequities, inadequate access, and lack of vaccine uptake, to successfully administer JYNNEOS vaccines to over 12,000 patients. Transmission has slowed since its peak in August 2022, which has been attributed to successful vaccination campaigns, infection-induced immunity, and behavioral changes among those at highest risk; however, a Centers for Disease Control and Prevention (CDC) assessment released on 4 April 2023 suggests jurisdictions with low vaccination levels (<35%) remain at risk for an mpox resurgence. Here, we summarize the critical aspects of our mpox vaccination model in NYC, which include integration into routine clinical care, prioritization of health equity, and reutilization of COVID-19 vaccination systems, to provide valuable insights for healthcare institutions as we move into the next stage of this ongoing outbreak.",JYNNEOS; community outreach; emergency preparedness; mpox; mpox vaccine; public health emergency; special pathogen preparedness; vaccine equity; vaccine rollout; vaccine uptake,Journal Article,
29732376,A Nosocomial Outbreak of Human Monkeypox in the Central African Republic.,"Emmanuel Nakoune, Emmanuel Lampaert, Séverin Gervais Ndjapou, Carole Janssens, Isabel Zuniga, Michel Van Herp, Jean Paul Fongbia, Thomas Daquin Koyazegbe, Benjamin Selekon, Giscard Francis Komoyo, Sandra Miriella Garba-Ouangole, Casimir Manengu, Jean-Claude Manuguerra, Mirdad Kazanji, Antoine Gessain, Nicolas Berthet",Open forum infectious diseases. 2017. doi: 10.1093/ofid/ofx168..,Nakoune,Open forum infectious diseases,2017,2017/11/03,,,10.1093/ofid/ofx168,"An outbreak of familial monkeypox occurred in the Central African Republic in 2015/2016 by 3 transmission modes: familial, health care-related, and transport-related. Ten people (3 children and 7 adults) were infected. Most presented with cutaneous lesions and fever, and 2 children died. The viral strain responsible was a Zaire genotype strain.",Central African Republic; monkeypox; nosocomial outbreak,Journal Article,
37880971,A transmission chain from sheep to sheep and human of zoonotic orf virus during the mpox epidemic.,Bayan Atiyyat,Emerging microbes & infections. 2023. doi: 10.1080/22221751.2023.2233636_1..,Atiyyat,Emerging microbes & infections,2023,2023/11/22,,,10.1080/22221751.2023.2233636_1,,,Journal Article,
37039673,Sars-escape network for escape prediction of SARS-COV-2.,"Prem Singh Bist, Hilal Tayara, Kil To Chong",Briefings in bioinformatics. 2023. doi: 10.1093/bib/bbad140..,Singh,Briefings in bioinformatics,2023,2023/05/19,,,10.1093/bib/bbad140,"MOTIVATION: Viruses have coevolved with their hosts for over millions of years and learned to escape the host's immune system. Although not all genetic changes in viruses are deleterious, some significant mutations lead to the escape of neutralizing antibodies and weaken the immune system, which increases infectivity and transmissibility, thereby impeding the development of antiviral drugs or vaccines. Accurate and reliable identification of viral escape mutational sequences could be a good indicator for therapeutic design. We developed a computational model that recognizes significant mutational sequences based on escape feature identification using natural language processing along with prior knowledge of experimentally validated escape mutants. RESULTS: Our machine learning-based computational approach can recognize the significant spike protein sequences of severe acute respiratory syndrome coronavirus 2 using sequence data alone. This modelling approach can be applied to other viruses, such as influenza, monkeypox and HIV using knowledge of escape mutants and relevant protein sequence datasets. AVAILABILITY: Complete source code and pre-trained models for escape prediction of severe acute respiratory syndrome coronavirus 2 protein sequences are available on Github at https://github.com/PremSinghBist/Sars-CoV-2-Escape-Model.git. The dataset is deposited to Zenodo at: doi: 10.5281/zenodo.7142638. The Python scripts are easy to run and customize as needed. CONTACT: premsing212@jbnu.ac.kr.",SARS-CoV-2; mutation; sequence analysis; viral escape prediction,"Journal Article; Research Support, Non-U.S. Gov't","[MeSH] Humans; [MeSH] SARS-CoV-2; [MeSH] COVID-19; [MeSH] Antibodies, Neutralizing; [MeSH] Mutation; [MeSH] Amino Acid Sequence"
38226244,Trends in Monkeypox transmission: Investigation into 30 most affected countries.,"Salman A Cheema, Tahir Munir, Kalim Ullah, Tanveer Kifayat, Abdur Rahman, Walid Emam, Yusra Tashkandy, Saima K Khosa, Ahmad Zubair",Heliyon. 2023. doi: 10.1016/j.heliyon.2023.e21980..,Cheema,Heliyon,2024,2023/11/22,,,10.1016/j.heliyon.2023.e21980,"This research is based on the analysis of Monkeypox transmission, from may 7, 2022 to October 11, 2022, in 30 most affected countries around the globe. The most affected countries are selected through the cut point of at least 100 reported confirmed cases of infected persons over the aforementioned time span. We novely argue the exhibition of distributional similarities between the viral flow and well known power law in context of this neglected zoonotic disease. Moreover, model-based evidence suggesting the capability of pathogen to spread far and wide around its nucleus, are collected and presented. It is estimated that 70 % of the reported confirmed cases belonged to 20 % of the top most affected countries. Also, 70 % of the reported transmission was inflicted in 34 % of the days of reporting at least one case, on average.",,Journal Article,
37426289,Summary of the National Advisory Committee on Immunization (NACI) Rapid Response-Interim guidance on the use of Imvamune in the context of monkeypox outbreaks in Canada.,"April Killikelly, Nicholas Brousseau",Canada communicable disease report = Releve des maladies transmissibles au Canada. 2022. doi: 10.14745/ccdr.v48i78a09..,Killikelly,Canada communicable disease report = Releve des maladies transmissibles au Canada,2022,2022/07/07,,,10.14745/ccdr.v48i78a09,"BACKGROUND: Monkeypox is endemic in Central and West Africa. Cases in non-endemic countries, including Canada, have been increasing since May 2022. Imvamune®, a live, non-replicating smallpox vaccine, was approved by Health Canada for active immunization against smallpox and monkeypox infections and disease in adults determined to be at high risk for exposure. The aim of this interim guidance is to consider the use of Imvamune for post-exposure prophylaxis (PEP) and to summarize the available evidence in support of Imvamune use in this specific current context. METHODS: The National Advisory Committee on Immunization (NACI) High Consequence Infectious Disease Working Group (HCID WG) reviewed data on the current status of the monkeypox outbreak, along with additional evidence included in published scientific literature and from manufacturers, regarding the safety, immunogenicity and protection offered by Imvamune. NACI approved these HCID WG recommendations on June 8, 2022. RESULTS: In brief, NACI recommends that PEP, using a single dose of the Imvamune vaccine, may be offered to individuals with high-risk exposures to a probable or confirmed case of monkeypox, or within a setting where transmission is happening. After 28 days, if an individual is assessed as having a predictable ongoing risk of exposure, a second dose may be offered. Imvamune may be offered to special populations; including individuals who are immunosuppressed, pregnant, breastfeeding, younger than 18 years of age and/or with atopic dermatitis. CONCLUSION: NACI has rapidly developed guidance on the use of Imvamune in Canada in the context of many uncertainties. Recommendations may be revisited as new evidence emerges.",Canada; Imvamune interim guidance; National Advisory Committee on Immunization; monkeypox,Journal Article,
37457524,Sexual transmission in monkeypox: A discussion on the possibility.,"Rujittika Mungmunpuntipantip, Viroj Wiwanitkit",Indian journal of sexually transmitted diseases and AIDS. 2022. doi: 10.4103/ijstd.ijstd_54_22..,Mungmunpuntipantip,Indian journal of sexually transmitted diseases and AIDS,2023,2022/12/09,,,10.4103/ijstd.ijstd_54_22,,,Journal Article,
38023539,Clinical Characteristics and Outcomes of Patients With Mpox Who Received Tecovirimat in a New York City Health System.,"Christopher Vo, Rustin Zomorodi, Richard Silvera, Logan Bartram, Luz Amarilis Lugo, Erna Kojic, Antonio Urbina, Judith Aberg, Keith Sigel, Rachel Chasan, Gopi Patel",Open forum infectious diseases. 2023. doi: 10.1093/ofid/ofad552..,Vo,Open forum infectious diseases,2023,2023/11/02,,,10.1093/ofid/ofad552,"BACKGROUND: The 2022 global mpox outbreak was notable for transmission between persons outside of travel and zoonotic exposures and primarily through intimate contact. An understanding of the presentation of mpox in people with human immunodeficiency virus (HIV) and other immunocompromising conditions and knowledge of the efficacy of tecovirimat continue to evolve. METHODS: This retrospective study describes clinical features and outcomes of persons with mpox who received tecovirimat. Data were obtained via medical record review of patients prescribed tecovirimat in a health system in New York City during the height of the outbreak in 2022. RESULTS: One hundred thirty people received tecovirimat between 1 July and 1 October 2022. People with HIV (n = 80) experienced similar rates of recovery, bacterial superinfections, and hospitalization compared to patients without immunocompromising conditions. Individuals determined to be severely immunocompromised (n = 14) had a higher risk of hospitalization than those without severe immunocompromise (cohort inclusive of those with well-controlled HIV, excluding those without virologic suppression, n = 101): 50% versus 9% (P < .001). Hospitalized patients (n = 18 [13% of total]) were primarily admitted for bacterial superinfections (44.4%), with a median hospital stay of 4 days. Of those who completed follow-up (n = 85 [66%]), 97% had recovery of lesions at time of posttreatment assessment. Tecovirimat was well tolerated; there were no reported severe adverse events attributed to therapy. CONCLUSIONS: There were no significant differences in outcomes between people with HIV when evaluated as a whole and patients without immunocompromising conditions. However, mpox infection was associated with higher rates of hospitalization in those with severe immunocompromise, including patients with HIV/AIDS. Treatment with tecovirimat was well tolerated.Key Points: In our mpox cohort, people with HIV had similar rates of recovery and complications as those without HIV or other immunocompromising conditions. Severe immunocompromise was associated with a higher hospitalization rate. Tecovirimat was well tolerated, with minimal side effects.",HIV/AIDS; STI; mpox; tecovirimat,Journal Article,
36365036,"""Monkeypox: What Do You Know about That?"" Italian Adults' Awareness of a New Epidemic.","Francesca Gallè, Lavinia Bianco, Giovanna Da Molin, Rita Mancini, Salvatore Sciacchitano, Stefano Ferracuti, Giorgio Liguori, Giovanni Battista Orsi, Christian Napoli","Pathogens (Basel, Switzerland). 2022. doi: 10.3390/pathogens11111285..",Gallè,"Pathogens (Basel, Switzerland)",2022,2022/11/01,,,10.3390/pathogens11111285,"In the course of 2022, an epidemic of monkeypox (MPX) arose worldwide. In order to assess the level of knowledge of the Italian adults regarding the new emerging disease, its prevention and their level of worrying and the acceptance of a possible vaccination, a web questionnaire was spread nationwide. A total of 1352 individuals (mean age 54.5 ± 13.4, 52.4% males) completed the questionnaire. Only 26. 7% of the sample wereaware of the burden of the epidemic at the moment of the investigation; 47.1% were not able to identify the transmission route, nor the main symptoms (48.9%); and 54.2% were hesitant toward a possible MPXV vaccination, mainly because of a lack of confident in vaccines (38.5%). A low level of worrying about the disease was registered (mean score 2.3 ± 1.2 on a 5-point scale). In the regression analysis performed considering MPX knowledge as outcome, a lower level of knowledge was associated with higher age (OR 1.378, CI95% 0.998-1.904), working or studying in a nonhealthcare setting (OR 0.046, CI95% 0.033-0.066), being single (OR 0.624, CI95% 0.455-0.856) and having mass media as the main source of information (OR 0.332, CI95% 0.158-0.696). These findings indicate as of the time of this investigation, the communication about the MPXV epidemic was not effective in determining a good level of knowledge about the disease and its transmission among Italian adults. This highlights the need to improve risk communication strategies.",infection control; knowledge; monkeypox; questionnaire; vaccination; vaccine hesitancy,Journal Article,
37822624,Frontiers of monkeypox research: An analysis from the top 100 most influential articles in the field.,"Xuhao Li, Yang Li, Wenyan Yu, Zhixia Jia, Jinling Li, Yuanxiang Liu, Jiguo Yang",Heliyon. 2023. doi: 10.1016/j.heliyon.2023.e20566..,Li,Heliyon,2023,2023/10/02,,,10.1016/j.heliyon.2023.e20566,"BACKGROUND: Monkeypox (MPX) has made recurrence after decades as a neglected zoonotic disease. More nations have reported endemic monkeypox in the past decade than in the previous forty. The World Health Organization has warned that the world may face another significant challenge after dealing with COVID-19, a pandemic, and the Monkeypox outbreak. Early appraisal of monkeypox research and development allows researchers to anticipate solutions for large outbreaks. We conducted a bibliometric analysis of this study's top 100 cited papers to identify regional research patterns. METHODS: Our method was to search the SCI-Expanded database on Web of Science (WOS) for the top 100 papers that were cited in MPX on this database. We examined relevant literature from different years, journals, countries/regions, institutions, authors, and keywords.In order to create knowledge maps, we used the programs VOSviewer, Citespace, Scimago Graphica and the bibliometric online analysis platform. After compiling the relevant literature in Excel, we could estimate the field's focus and trends. RESULTS: A total of 47 journals from 36 countries and regions published the top 100 cited papers between 1999 and 2023. The majority of articles were published in EMERGING INFECTIOUS DISEASES, while the highest average number of citations per paper were found in the NEW ENGLAND JOURNAL OF MEDICINE. The UNITED STATES contributed the most publications, followed by ENGLAND and SWITZERLAND. As far as the total number of publications goes, the Centers for Disease Control & Prevention in the USA, the National Institute of Health in the USA, and the World Health Organization each contributed the most papers. The major categories are immunology, virology and infectious diseases. The top five keywords were infection, Congo, virus, smallpox, and transmission. The cluster analysis suggests MPX research will focus on safe and effective vaccines and epidemic prevention. CONCLUSION: By using bibliometric analysis, MPX researchers can quickly and visually identify their research focus and boundaries. Although studies suggest that antiviral medicine is the best treatment, creating an effective vaccine might lessen and avoid MPX pandemics in the long term. Our findings imply that safe and effective vaccines may be the focus and trends for future MPX research. International coordination for case monitoring and identification is essential to understand monkeypox disease's ever-changing epidemiology.",Bibliometric analysis; Monkeypox; Scimago graphica; Top 100 cited papers; Trends; VOSviewer; citeSpace,Journal Article; Review,
26486622,Zoonotic Poxviruses Associated with Companion Animals.,"Danielle M Tack, Mary G Reynolds",Animals : an open access journal from MDPI. 2011. doi: 10.3390/ani1040377..,Tack,Animals : an open access journal from MDPI,2011,2011/11/17,,,10.3390/ani1040377,"Understanding the zoonotic risk posed by poxviruses in companion animals is important for protecting both human and animal health. The outbreak of monkeypox in the United States, as well as current reports of cowpox in Europe, point to the fact that companion animals are increasingly serving as sources of poxvirus transmission to people. In addition, the trend among hobbyists to keep livestock (such as goats) in urban and semi-urban areas has contributed to increased parapoxvirus exposures among people not traditionally considered at high risk. Despite the historic notoriety of poxviruses and the diseases they cause, poxvirus infections are often missed. Delays in diagnosing poxvirus-associated infections in companion animals can lead to inadvertent human exposures. Delays in confirming human infections can result in inappropriate treatment or prolonged recovery. Early recognition of poxvirus-associated infections and application of appropriate preventive measures can reduce the spread of virus between companion animals and their owners. This review will discuss the epidemiology and clinical features associated with the zoonotic poxvirus infections most commonly associated with companion animals.",companion animals; cowpox; monkeypox; orf; orthopoxvirus; parapoxvirus; poxvirus; zoonoses,Journal Article; Review,
