PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Abstract,Keywords,pub_types,mesh_terms
36092856,Timely mental health care for the 2022 novel monkeypox outbreak is urgently needed.,"Sirwan Khalid Ahmed, Halkawt Ismail M-Amin, Salar Omar Abdulqadir, Safin Hassan Hussein, Zheno Kareem Ahmed, Rawand Abdulrahman Essa, Awat Alla Khdir, Araz Qadir Abdulla, Rukhsar Muhammad Omar",Annals of medicine and surgery (2012). 2022. doi: 10.1016/j.amsu.2022.104579..,Ahmed,Annals of medicine and surgery (2012),2022,2022/09/07,,,10.1016/j.amsu.2022.104579,,Anxiety; Depression; Fear; Mental health disorders; Monkeypox; Monkeypox virus; Panic; Stigma,Journal Article,
36127980,Medical Students' Perception Regarding the Re-emerging Monkeypox Virus: An Institution-Based Cross-Sectional Study From Saudi Arabia.,"Najim Z Alshahrani, Sayan Mitra, Ali A Alkuwaiti, Maathir N Alhumam, Sarah Muqbil B Altmimi, Mohammad Hassan M Alamri, Zainab Atallah S Albalawi, Majed W Almorgi, Hamad Khulaif D Alharbi, Sultan M Alshahrani",Cureus. 2022. doi: 10.7759/cureus.28060..,Alshahrani,Cureus,2022,2022/08/16,,,10.7759/cureus.28060,"INTRODUCTION: The recent multi-nation outbreaks of human monkeypox in non-endemic areas have created an emerging public health issue. Medical students who will become future healthcare providers are directly associated with community people and can easily sensitize the general population, so it is crucial to assess their degree of knowledge and attitudes regarding recently emerging infections or pathogens. However, studies on medical students' perception of the monkeypox virus are scarce in Saudi Arabia. Therefore, the objective of this study was to assess the monkeypox virus-related knowledge and attitudes among medical students in the country. METHODS: A cross-sectional study was conducted from May to July 2022 among undergraduate medical students at King Khalid University, Abha, Saudi Arabia. A systematic random sampling technique was applied to select the study participants. A self-administered questionnaire was used to gather data on sociodemographic characteristics, knowledge and attitudes toward the monkeypox virus. Descriptive statistics and Chi-square tests were performed. RESULTS: A total of 314 medical students were recruited for this study. The findings from this study showed that the vast majority of medical students (72%) had poor knowledge about the monkeypox virus. Respondents' age, grade point average (GPA), fathers' education level, and training received about the monkeypox virus were significantly associated with the level of knowledge about the monkeypox virus (p < 0.05). Nearly half of the respondents (45.9%) agreed that the monkeypox virus could be transmitted to Saudi Arabia. Overall, this study showed that the awareness levels regarding the monkeypox virus were significantly higher among seniors as compared to junior students. CONCLUSION: The study found poor knowledge of the monkeypox virus among currently enrolled medical students in the country's highest-ranked medical school. This finding emphasizes the urgent need to increase their knowledge because controlling outbreaks requires significant cooperation from knowledgeable and skilled healthcare providers.",attitude; awareness; epidemic; knowledge; medical student; monkeypox; outbreak; saudi arabia; viruses; zoonotic disease,Journal Article,
38400115,T Cell Responses against Orthopoxviruses in HIV-Positive Patients.,"Sammet Stefanie, Michael Koldehoff, Pia Schenk-Westkamp, Peter A Horn, Stefan Esser, Monika Lindemann",Vaccines. 2024. doi: 10.3390/vaccines12020131..,Stefanie,Vaccines,2024,2024/01/27,,,10.3390/vaccines12020131,"A global outbreak of predominantly sexually transmitted mpox infections, outside endemic regions, was reported in May 2022. Thereafter, risk groups were vaccinated against smallpox, a structurally related orthopoxvirus. In the current study, we analyzed T cell responses against peptides derived from orthopoxviruses in 33 HIV-positive patients after two vaccinations against smallpox and in 10 patients after mpox infection. We established an ELISpot assay, detecting either the secretion of the pro-inflammatory cytokine interferon (IFN)-γ or interleukin (IL)-2. After vaccination, 21 out of 33 patients (64%) showed specific IFN-γ secretion and 18 (55%) specific IL-2 secretion, defined as >3-fold higher specific value than negative control and at least 4 spots above the negative control. After mpox infection, all patients showed specific IFN-γ secretion and 7 out of 10 (70%) IL-2 secretion. In vaccinated patients, IFN-γ responses were significantly lower than in patients with mpox infection (median response 4.5 vs. 21.0 spots, p < 0.001). The same trend was observed for IL-2 responses. After mpox infection, IL-2 ELISpot results positively correlated with CD8+ T cells (p < 0.05). Thus, T cell responses were detectable in two thirds of HIV-positive patients after vaccination and were even more abundant and vigorous after mpox infection.",ELISpot; HIV; infection; interferon-gamma; interleukin-2; mpox; vaccination,Journal Article,
37514983,Mpox Incidence and Vaccine Uptake in Men Who Have Sex with Men and Are Living with HIV in Denmark.,"Anne-Sophie Winther Svartstein, Andreas Dehlbæk Knudsen, Safura-Luise Heidari, Line Dam Heftdal, Marco Gelpi, Thomas Benfield, Susanne Dam Nielsen",Vaccines. 2023. doi: 10.3390/vaccines11071167..,Svartstein,Vaccines,2023,2023/06/27,,,10.3390/vaccines11071167,"(1) Background: Here, we investigate the incidence of mpox and factors associated with vaccine uptake in mainly well-treated men who have sex with men and are living with HIV (MSMWH). (2) Methods: This study included 727 MSMWH from the Copenhagen co-morbidity in HIV infection (COCOMO) study from 1 May to 31 October 2022. Mpox infection and vaccination status were obtained from the Danish Microbiology Database and The Danish Vaccination Register. Vaccination willingness was assessed through an online survey. (3) Results: At a median follow-up of 180 days, 13 (1.8%) participants had laboratory-confirmed mpox infections. Furthermore, 238 (32.7%) had received the mpox vaccine. A sexually transmitted disease (STD) in the preceding two years was associated with a higher risk of mpox infection (hazard ratio 7.1; 95% confidence interval (CI) [1.9-26.9]) and with higher odds of vaccination (adjusted odds ratio 3.1; 95% CI [2.2-4.6]). 401 (55.2%) participants responded to the survey. 228 (57.0%) reported very high vaccination willingness. The self-perceived risk of infection was associated with vaccine uptake. (4) Conclusions: The incidence of mpox was low. A prior STD was associated with both a higher risk of mpox infection and higher odds of vaccination. Despite high-risk sexual behavior and high vaccination willingness, a sizable fraction of participants had not been vaccinated.",HIV; men who have sex with men; mpox; vaccination; vaccination willingness,Journal Article,
36146486,Healthcare Workers' Worries and Monkeypox Vaccine Advocacy during the First Month of the WHO Monkeypox Alert: Cross-Sectional Survey in Saudi Arabia.,"Fadi Ajman, Shuliweeh Alenezi, Khalid Alhasan, Basema Saddik, Ali Alhaboob, Esraa S Altawil, Fatimah Alshahrani, Abdulkarim Alrabiaah, Ali Alaraj, Khaled Alkriadees, Yousef Alshamlani, Homood Alharbi, Amr Jamal, Rabih Halwani, Fahad AlZamil, Sarah Al-Subaie, Mazin Barry, Ziad A Memish, Jaffar A Al-Tawfiq, Mohamad-Hani Temsah",Vaccines. 2022. doi: 10.3390/vaccines10091408..,Ajman,Vaccines,2022,2022/08/28,,,10.3390/vaccines10091408,"Background: Monkeypox virus re-surged in May 2022 as a new potential global health threat, with outbreaks bursting in multiple countries across different continents. This study was conducted in Saudi Arabia during the first month following the WHO announcement of the Monkeypox outbreak, to assess healthcare workers (HCWs) perceptions of, worries concerning, and vaccine acceptance for, Monkeypox, in light of the resolving COVID-19 pandemic. Methods: A national cross-sectional survey was conducted between 27 May and 10 June 2022, in Saudi Arabia. Data were collected on: HCWs' sociodemographic and job-related characteristics; COVID-19 infection status; and worries concerning Monkeypox, compared to COVID-19 and its sources; as well as their perceptions and awareness of, and advocacy for, supporting Monkeypox vaccination. Results: A total of 1130 HCWs completed the survey, of which 41.6% have already developed COVID-19. However, 56.5% were more concerned about COVID-19 compared to Monkeypox, while the rest were more worried about Monkeypox disease. The main cause for concern among 68.8% of the participants was the development of another worldwide pandemic, post-COVID-19, followed by their concern of either themselves or their families contracting the infection (49.6%). Most HCWs (60%) rated their level of self-awareness of Monkeypox disease as moderate to high. Males, and those who had previously developed COVID-19, were significantly less likely to worry about Monkeypox. The worry about Monkeypox developing into a pandemic, and the perception of Monkeypox being a severe disease, correlated significantly positively with the odds of high worry concerning the disease. The major predictors of participants' advocacy for vaccination against Monkeypox disease were: those who had developed COVID-19 previously; and those who supported tighter infection control measures (than those currently used) to combat the disease. A total of 74.2% of the surveyed HCWs perceived that they needed to read more about Monkeypox disease. Conclusions: Approximately half of the HCWs in this study were more concerned about Monkeypox disease than COVID-19, particularly regarding its possible progression into a new pandemic, during the first month following the WHO's Monkeypox international alert. In addition, the majority of participants were in favor of applying tighter infection prevention measures to combat the disease. The current study highlights areas requiring attention for healthcare administrators regarding HCWs' perceptions and preparedness for Monkeypox, especially in the event of a local or international pandemic.",HCWs in Saudi Arabia; HCWs’ perceptions; Monkeypox vaccine acceptance; Monkeypox versus COVID-19; Monkeypox worries,Journal Article,
38098587,Fear of a new pandemic: perception and prediction of monkeypox among the middle east general population.,"Mohammed Mahmmoud Fadelallah Eljack, Walaa Elnaiem, Aya Elsayed Abdelwahed, Elfatih Hasabo, Azza A Abbas, Alaa S Ahmed, Afnan W M Jobran, Malaz Tarig AbdAlla Mohamed, Mohammed Gabir Muhalil, Leena Mohamed Jagran Idris, Rose Khalid Bakour, Lina Zainelabdin Eltaib Elseed, Omar Al Komi, Tayba Abdulrahman Mugibel, Alshareef B Nour, Howida Ibrahim, Khalid Abbas Owish Sukar, Fadi M Toum Ahmed, Khattab Saeed Elkhazin Mohamed Ali, Khabab Abbasher Hussien Mohamed Ahmed",Annals of medicine and surgery (2012). 2023. doi: 10.1097/MS9.0000000000001415..,Mahmmoud,Annals of medicine and surgery (2012),2023,2023/10/17,,,10.1097/MS9.0000000000001415,"BACKGROUND: Monkeypox is a zoonotic disease caused by the monkeypox virus, an Orthopox virus. The 2022 monkeypox outbreak provoked fear among the public. Public awareness about the disease could be an important factor in its control. The authors conducted this study to assess the perception and prediction of monkeypox among the Middle East public. METHODS: This cross-sectional study was conducted in August 2022. Data were conveniently collected from eight Middle Eastern countries using an online self-administered questionnaire distributed through educational and social media platforms. Statistical analysis was conducted using R software. RESULTS: Approximately 11 016 individuals participated in this study. The participants' overall knowledge score indicated poor knowledge about monkeypox. Most of the participants knew the causative organism (66.7%). However, numerous participants were not aware of the disease mode of transmission, symptoms, complications, and vaccination. Participants' awareness was mostly gained from social media (61.8%). The majority predicted acquiring monkeypox when protective measures are not taken (72.7%), progression to a pandemic with economic consequences (50.8 and 52%, respectively), and the ability of the Ministry of Health to control the epidemic (51.5%). CONCLUSION: In the Middle East, public knowledge about monkeypox is poor. Raising awareness about monkeypox would be of benefit in controlling the epidemic. This study constitutes evidence upon which health education programs could be designed.",monkeypox; perception; prediction; transmission; zoonotic,Journal Article,
36668911,Detection of Monkeypox Virus according to The Collection Site of Samples from Confirmed Cases: A Systematic Review.,"Darwin A León-Figueroa, Joshuan J Barboza, Hortencia M Saldaña-Cumpa, Emilly Moreno-Ramos, D Katterine Bonilla-Aldana, Mario J Valladares-Garrido, Ranjit Sah, Alfonso J Rodriguez-Morales",Tropical medicine and infectious disease. 2022. doi: 10.3390/tropicalmed8010004..,León-Figueroa,Tropical medicine and infectious disease,2022,2022/12/22,,,10.3390/tropicalmed8010004,"Due to the rapid evolution of the monkeypox virus, the means by which the monkeypox virus is spread is subject to change. Therefore, the present study aims to analyze the detection of the monkeypox virus according to the collection site of samples from confirmed monkeypox cases. A systematic literature review was performed using PubMed, Scopus, Web of Science, and Embase databases until 5 October 2022. A total of 1022 articles were retrieved using the search strategy. After removing duplicates (n = 566) and examining by title, abstract, and full text, 65 studies reporting monkeypox case reports were included with a detailed description of risk factors, sexually transmitted infections (STIs), site of monkeypox virus-positive specimens, location of skin lesions, and diagnostic test. A total of 4537 confirmed monkeypox cases have been reported, of which 98.72% of the cases were male with a mean age of 36 years, 95.72% had a sexual behavior of being men who have sex with men, and 28.1% had human immunodeficiency virus (HIV). The most frequent locations of lesions in patients diagnosed with monkeypox were: 42.85% on the genitalia and 37.1% in the perianal region. All confirmed monkeypox cases were diagnosed by reverse transcriptase polymerase chain reaction (RT-PCR), and the most frequent locations of samples collected for diagnosis that tested positive for monkeypox virus were: 91.85% from skin lesions, 20.81% from the oropharynx, 3.19% from blood, and 2.43% from seminal fluid. The disease course of the cases with monkeypox was asynchronous, with no severe complications, and most patients did not report specific treatment but simply followed a symptomatic treatment.",monkeypox; monkeypox virus; orthopoxvirus; samples; systematic review,Journal Article; Review,
36015025,Assessment of Knowledge of Monkeypox Viral Infection among the General Population in Saudi Arabia.,"Najim Z Alshahrani, Faris Alzahrani, Abdullah M Alarifi, Mohammed R Algethami, Maathir Naser Alhumam, Hatim Abdullah Mohammed Ayied, Ahmed Zuhier Awan, Abdullah Faisal Almutairi, Saeed Abdullah Bamakhrama, Budur Saad Almushari, Ranjit Sah","Pathogens (Basel, Switzerland). 2022. doi: 10.3390/pathogens11080904..",Alshahrani,"Pathogens (Basel, Switzerland)",2022,2022/08/11,,,10.3390/pathogens11080904,"Monkeypox is re-emerging and spreading over the world, posing a serious threat to human life, especially in non-endemic countries, including Saudi Arabia. Due to the paucity of research on knowledge about monkeypox in Saudi Arabia, this study aimed to evaluate the general population’s knowledge of monkeypox in a sample of the country. A web-based cross-sectional survey was conducted from 25 May 2022 to 15 July 2022. Participants’ knowledge about monkeypox on a 23-item scale and socio-demographic characteristics were gathered in the survey. Pearson’s Chi-square test was used to compare knowledge level (categorized into high and low) and explanatory variables. Out of 480, only 48% of the respondents had high knowledge (mean score > 14). Participants’ age, marital status, residential region, living in the urban area, education level, employment status, being a healthcare worker, income, and smoking status were significantly associated with the level of knowledge about monkeypox (p < 0.01). Overall, social media (75.0%) was the most frequently reported source from where participants obtained monkeypox-related information followed by TV and radio (45.6%), family or friend (15.6%), and healthcare provider (13.8%). We found that overall knowledge of monkeypox infection was slightly poor among the Saudi population. These findings highlight the urgent need for public education on monkeypox to promote awareness and engage the public ahead of the outbreak.",Saudi Arabia; knowledge; monkeypox; monkeypox virus; outbreak; public knowledge,Journal Article,
36249878,Acute Myocarditis: A New Manifestation of Monkeypox Infection?,"Ana Isabel Pinho, Marta Braga, Mariana Vasconcelos, Cátia Oliveira, Luís Daniel Santos, André Rodrigues Guimarães, António Martins, Juliana Chen-Xu, Sofia Silva, Filipe Macedo",JACC. Case reports. 2022. doi: 10.1016/j.jaccas.2022.08.033..,Pinho,JACC. Case reports,2022,2022/09/02,,,10.1016/j.jaccas.2022.08.033,A 31-year-old male patient with confirmed monkeypox infection developed acute myocarditis days after the eruption of skin lesions. Cardiac magnetic resonance study confirmed myocardial inflammation. The patient was treated with supportive care and had full clinical recovery. This case highlights cardiac involvement as a potential complication associated with monkeypox. (Level of Difficulty: Intermediate.).,"CMR, cardiac magnetic resonance; EMB, endomyocardial biopsy; LV, left ventricle; cardiac magnetic resonance; chest pain; monkeypox; myocarditis",Case Reports; Journal Article,
39301112,RE: Prediction of potential public health risk of the recent multicountry monkeypox outbreak: An update after the end declaration of global public health emergency.,"Hinpetch Daungsupawong, Viroj Wiwanitkit",Health science reports. 2024. doi: 10.1002/hsr2.70086..,Daungsupawong,Health science reports,2024,2024/09/18,,,10.1002/hsr2.70086,,,Journal Article,
36428952,An Al-Biruni Earth Radius Optimization-Based Deep Convolutional Neural Network for Classifying Monkeypox Disease.,"Doaa Sami Khafaga, Abdelhameed Ibrahim, El-Sayed M El-Kenawy, Abdelaziz A Abdelhamid, Faten Khalid Karim, Seyedali Mirjalili, Nima Khodadadi, Wei Hong Lim, Marwa M Eid, Mohamed E Ghoneim","Diagnostics (Basel, Switzerland). 2022. doi: 10.3390/diagnostics12112892..",Khafaga,"Diagnostics (Basel, Switzerland)",2022,2022/11/21,,,10.3390/diagnostics12112892,"Human skin diseases have become increasingly prevalent in recent decades, with millions of individuals in developed countries experiencing monkeypox. Such conditions often carry less obvious but no less devastating risks, including increased vulnerability to monkeypox, cancer, and low self-esteem. Due to the low visual resolution of monkeypox disease images, medical specialists with high-level tools are typically required for a proper diagnosis. The manual diagnosis of monkeypox disease is subjective, time-consuming, and labor-intensive. Therefore, it is necessary to create a computer-aided approach for the automated diagnosis of monkeypox disease. Most research articles on monkeypox disease relied on convolutional neural networks (CNNs) and using classical loss functions, allowing them to pick up discriminative elements in monkeypox images. To enhance this, a novel framework using Al-Biruni Earth radius (BER) optimization-based stochastic fractal search (BERSFS) is proposed to fine-tune the deep CNN layers for classifying monkeypox disease from images. As a first step in the proposed approach, we use deep CNN-based models to learn the embedding of input images in Euclidean space. In the second step, we use an optimized classification model based on the triplet loss function to calculate the distance between pairs of images in Euclidean space and learn features that may be used to distinguish between different cases, including monkeypox cases. The proposed approach uses images of human skin diseases obtained from an African hospital. The experimental results of the study demonstrate the proposed framework's efficacy, as it outperforms numerous examples of prior research on skin disease problems. On the other hand, statistical experiments with Wilcoxon and analysis of variance (ANOVA) tests are conducted to evaluate the proposed approach in terms of effectiveness and stability. The recorded results confirm the superiority of the proposed method when compared with other optimization algorithms and machine learning models.",Al-Biruni Earth radius; deep learning; meta-heuristic; monkeypox infection; optimization; skin disease,Journal Article,
36408438,Strengthening monkeypox diagnostics and healthcare amidst Covid-19 realities: A call to action.,"Ernesto Oluwafemi Dibia, Damilola Quazeem Olaoye",Annals of medicine and surgery (2012). 2022. doi: 10.1016/j.amsu.2022.104898..,Dibia,Annals of medicine and surgery (2012),2022,2022/11/13,,,10.1016/j.amsu.2022.104898,"Monkeypox virus is a zoonotic DNA virus related to the virus that causes smallpox. It was first isolated and identified in 1958 but its first confirmed human case was in 1970 when the virus was isolated from a child in the Democratic Republic of Congo. Since then, several cases have been reported within the African continent and globally. Despite its spread, Monkey pox disease has continued to suffer neglect in terms of research and funding due to its reported inefficiency in transmitting from Man to man as its transmission was reportedly limited to its endemic regions in Africa. Poor health data management, inadequate capacities in terms of testing infrastructure and health care workers and weak surveillance systems are some of the challenges faced by African countries. Multisectoral collaboration in breaking the transmission cycle of monkeypox infection and other preventive measures must be improved upon. Community advocacies and education play integral roles in infection spread preparedness, as well as in strengthening the healthcare system.",Covid-19; Healthcare systems; Monkeypox virus; Public health,Journal Article,
36497164,Exploring the Characteristics of Monkeypox-Related Genes in Pan-Cancer.,"Yong Liao, Zhiping Liu, Weile Ye, Zunnan Huang, Jiaojiao Wang",Cells. 2022. doi: 10.3390/cells11233909..,Liao,Cells,2022,2022/12/02,,,10.3390/cells11233909,"Monkeypox, an infectious virus that is a member of the Poxviridae family, has raised great threats to humans. Compared to the known oncoviruses, the relationship between monkeypox and cancer still remains obscure. Hence, in this study, we analyzed the multi-omics data from the Cancer Genome Atlas (TCGA) database by using genomic and transcriptomic approaches to comprehensively assess the monkeypox-related genes (MRGs) in tumor samples from 33 types of cancers. Based on the results, the expression of MRGs was highly correlated with the immune infiltration and could be further utilized to predict survival in cancer patients. Furthermore, it was shown that tumorigenesis and patient survival were frequently associated with the genomic alterations of MRGs. Moreover, pathway analysis showed that MRGs participated in the regulation of apoptosis, cell cycle, Epithelial to Mesenchymal Transition (EMT), DNA damage, and hormone androgen receptor (AR), as well as RAS/MAPK and RTK signaling pathways. Besides, we also developed the prognostic features and consensus clustering clusters of MRGs in cancers. Lastly, by mining the cancer drug sensitivity genomics database, we further identified a series of candidate drugs that may target MRGs. Collectively, this study revealed genomic alterations and clinical features of MRGs, which may provide new hints to explore the potential molecular mechanisms between viruses and cancers as well as to provide new clinical guidance of cancer patients who also face the threats during the monkeypox epidemic.",cancers; genomics; immunity; methylation; monkeypox; prognosis,Journal Article,"[MeSH] Humans; [MeSH] Carcinogenesis; [MeSH] Cell Transformation, Neoplastic; [MeSH] Epithelial-Mesenchymal Transition; [MeSH] Genomics; [MeSH] Neoplasms; [MeSH] Monkeypox virus"
38047654,Direct metagenomic and amplicon-based Nanopore sequencing of French human monkeypox from clinical specimen.,"Aurelia Kwasiborski, Véronique Hourdel, Charlotte Balière, Damien Hoinard, Quentin Grassin, Maxence Feher, Clémentine De La Porte Des Vaux, Mélanie Cresta, Jessica Vanhomwegen, Jean-Claude Manuguerra, Christophe Batéjat, Valérie Caro",Microbiology resource announcements. 2023. doi: 10.1128/MRA.00811-23..,Kwasiborski,Microbiology resource announcements,2024,2023/12/04,,,10.1128/MRA.00811-23,We report the whole-genome sequence of monkeypox virus obtained using MinION technology (Oxford Nanopore Technologies) from a French clinical specimen during the 2022 epidemic. Amplicon-based sequencing and shotgun metagenomic approaches were directly applied to the sample.,amplicon-based sequencing; metagenomics; monkeypox virus; nanopore; next-generation sequencing,Journal Article,
39340039,The Mpox Vaccine Hesitancy Scale for Mpox: Links with Vaccination Intention among Men Who Have Sex with Men in Six Cities of China.,"Ying Gao, Shangbin Liu, Huifang Xu, Ying Wang, Gang Xu, Fan Hu, Jiechen Zhang, Yong Cai",Vaccines. 2024. doi: 10.3390/vaccines12091009..,Gao,Vaccines,2024,2024/09/03,,,10.3390/vaccines12091009,"BACKGROUND: Vaccine hesitancy is a significant barrier to achieving high vaccination rates, particularly among men who have sex with men (MSM), a group at increased risk for Mpox. This study aimed to develop and validate a Mpox vaccine hesitancy scale specifically tailored for Chinese MSM, grounded in the protection motivation theory (PMT). METHODS: An online survey through snowball sampling was conducted from October 2023 to March 2024, collecting 2403 valid responses across six representative regions in China. Exploratory factor analysis (EFA) and confirmatory factor analysis (CFA) were conducted to evaluate the scale's construct validity, while reliability was assessed using Cronbach's α coefficient. The predictive validity of the scale was analyzed using Receiver Operating Characteristic (ROC) analysis. RESULTS: EFA ultimately retained 22 items in the Mpox vaccination scale and identified four distinct dimensions: Maladaptive Rewards (seven items), Self-efficacy (seven items), Response Efficacy (four items), and Response Costs (four items). These dimensions were confirmed by CFA, which demonstrated satisfactory model fit indices (χ²/df = 4.382, RMSEA = 0.053, SRMR = 0.048, GFI = 0.935, CFI = 0.967, NFI = 0.958, TLI = 0.963, and IFI =0.967). All indices were within acceptable ranges. The scale exhibited good internal consistency, with a Cronbach's alpha of 0.906, and strong content validity, with an S-CVI/Ave of 0.952. The scale's predictive accuracy was evaluated using Receiver Operating Characteristic (ROC) analysis. When used to evaluate the scale's predictive accuracy, it yielded an area under the curve (AUC) of 0.854 after adjustments, indicating good predictive ability between high and low hesitancy. CONCLUSIONS: This scale provides a reliable and valid tool for assessing Mpox vaccine hesitancy among MSM and can be used to gauge Mpox vaccination intention within this group.",Mpox; men who have sex with men; protection motivation theory; reliability; vaccination intention; validity,Journal Article,
35860140,The outbreak of monkeypox 2022: An overview.,"Munawar Hraib, Sarah Jouni, Mhd Mustafa Albitar, Sara Alaidi, Zuheir Alshehabi",Annals of medicine and surgery (2012). 2022. doi: 10.1016/j.amsu.2022.104069..,Hraib,Annals of medicine and surgery (2012),2022,2022/06/24,,,10.1016/j.amsu.2022.104069,"On May 6, 2022 an outbreak of monkeypox (MPX) was confirmed in the United Kingdom, originating from a British resident who had travelled to Nigeria. As of May 21, 2022, 92 cases have been confirmed worldwide, from 13 countries where monkeypox virus (MPXV) is not endemic. Reported cases thus far have mainly but not exclusively been identified among gay and bisexual men aged 20-50. MPXV is a viral zoonosis transmitted to humans via contacting or eating an infected animal, and direct connect with natural host's blood and body fluids. In addition to contacting with a patient's respiratory droplets, lesions, body fluids and polluted personal objects. Symptoms including shivers, headaches, fainting, backaches, and myodynia do not have any specific characteristics making it difficult to establish a proper diagnosis. Nevertheless, lymphatic hyperplasia, one of the most common symptoms of monkeypox, can be useful for diagnosing the disease. Clinical symptoms help establish the suspicion of monkeypox. However, in the absence of confirmed diagnostic tests it is very difficult to verify the disease and determine its cause based on clinical symptoms alone. There are numerous methods for detecting MPX, involving genetic, phenotypic, immunological methods, and electron microscopy. These tests require modern equipment and expert hands, which may not be available in developing countries where this disease is prevalent. Currently, there is no definite treatment for MPX. CDC recommends administering the smallpox vaccine within 4 days of exposure which may prevent the disease from happening, and within 2 weeks to reduce symptoms severity. To promptly identify patients and prevent further spreading, physicians should be aware of the travel or contact history of the patient with compatible symptoms.",Monkeypox; Outbreak; Smallpox; Zoonosis,Journal Article; Review,
38235420,"Impact of vaccination and high-risk group awareness on the mpox epidemic in the United States, 2022-2023: a modelling study.","Yin-Chien Lin, Tzai-Hung Wen, Wei-Liang Shih, Sten H Vermund, Chi-Tai Fang",EClinicalMedicine. 2024. doi: 10.1016/j.eclinm.2023.102407..,Lin,EClinicalMedicine,2024,2024/01/05,,,10.1016/j.eclinm.2023.102407,"BACKGROUND: The unprecedented global outbreak of mpox in 2022 posed a public health challenge. In addition to the mpox vaccine campaign in the United States (US), community organisations and public health agencies initiated educational efforts to promote sexual risk reduction. This modelling study estimated the impact of the two-dose vaccination campaign and sexual behaviour changes coincident with high-risk group awareness on the mpox epidemic in the US. METHODS: We fitted a deterministic, risk-structured SEIARV model to the epidemic curve of reported mpox cases in the US between May 22, 2022 and December 22, 2022. We evaluated the putative effects of the two preventive responses in the US -- vaccination and sexual risk reduction -- at the population-level, by calculating the prevention percentages of cumulative cases compared to the counterfactual scenario without interventions. We performed sensitivity analyses with four parameters: case reporting fidelity, vaccine effectiveness, proportion of asymptomatic cases, and assortative mixing. FINDINGS: Model fitting revealed a basic reproduction number of 3.88 and 0.39 for the high-risk and low-risk populations, respectively, with 71.8% of mpox cases estimated from the high-risk population. A two-dose vaccination campaign, solely, could prevent 21.2% (10.2%-24.1%) of cases, while behaviour changes due to high-risk group awareness alone could prevent 15.4% (14.3%-20.6%). The combination of both measures were synergistic, with the model suggesting that 64.0% (43.8%-69.0%) of US cases were averted that would have otherwise occurred. INTERPRETATION: Our models suggest that the 2022-2023 mpox epidemic in the US was controlled by a combination of two-dose mpox vaccination campaign and high-risk group awareness and sexual risk reduction. FUNDING: Taiwan Ministry of Education grant #NTU-112L9004, Taiwan National Science and Technology Council grant #MOST-109-2314-B-002-147-MY3 and grant #NSC-112-2314-B-002-216-MY3. SHV was supported, in part, by US National Institutes of Health grant #P30MH062294.",Awareness; Mathematical modelling; Mpox; Sexual behaviour changes; US outbreak; Vaccination,Journal Article,
36560508,Knowledge and Attitude Regarding Monkeypox Virus among Physicians in Saudi Arabia: A Cross-Sectional Study.,"Najim Z Alshahrani, Mohammed R Algethami, Abdullah M Alarifi, Faris Alzahrani, Eman A Alshehri, Aishah M Alshehri, Haytham Abdulwhab Sheerah, Abdelaziz Abdelaal, Ranjit Sah, Alfonso J Rodriguez-Morales",Vaccines. 2022. doi: 10.3390/vaccines10122099..,Alshahrani,Vaccines,2022,2022/12/08,,,10.3390/vaccines10122099,"The growing incidence of human monkeypox cases emphasizes the significance of prevention, early detection, and prompt responses for healthcare providers. The aim of this study was to assess the knowledge and attitudes toward monkeypox infection among physicians, a frontline healthcare worker group, in Saudi Arabia. A cross-sectional survey assessing knowledge and attitudes towards monkeypox infection on multiple-item scales was sent to physicians in Saudi Arabia. The associations between independent factors and either knowledge or attitude were assessed. The final analysis included 398 participants. Approximately 55% of the surveyed participants had a ""good knowledge"" score about human monkeypox. The adjusted logistic regression analysis showed that being a female physician, working in the private sector, and having information on human monkeypox during medical school or residency years were the only factors associated with a good level of knowledge about human monkeypox. However, physicians' knowledge and attitudes regarding monkeypox infection are inadequate and influenced by various factors. There is a significant knowledge gap between the therapeutic management of monkeypox and its vaccination. Training and knowledge assessments are important, especially when studies show significant improvement in related and specific knowledge.",Saudi Arabia; attitude; knowledge; monkeypox virus; physicians,Journal Article,
36250195,A puzzling pox lesion.,"Brittany Stelmar, Alanna O'Connell, Meredith Jones Sanchez",Visual journal of emergency medicine. 2022. doi: 10.1016/j.visj.2022.101527..,Stelmar,Visual journal of emergency medicine,2022,2022/09/30,,,10.1016/j.visj.2022.101527,,Monkeypox; Orthopoxvirus; Rash,Case Reports; Journal Article,
