PMID,is_ground_truth,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Abstract,Keywords,screening_stage,screening_mode,llm_suggest,overall_score,overall_justification,disease_score,disease_justification,population_score,population_justification,location_score,location_justification,evidence_score,evidence_justification,parameter_score,parameter_justification,fulltext_status,fulltext_path,fulltext_eligible,fulltext_markdown
33017875,,Confidence intervals for the COVID-19 neutralizing antibody retention rate in the Korean population.,"Apio C, Kamruzzaman M, Park T.",Genomics Inform. 2020 Sep;18(3):e31. doi: 10.5808/GI.2020.18.3.e31. Epub 2020 Sep 23.,Apio,Genomics & informatics,2020,2020/10/05,PMC7560449,,10.5808/GI.2020.18.3.e31,"The coronavirus disease 2019 (COVID-19), caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), has become a global pandemic. No specific therapeutic agents or vaccines for COVID-19 are available, though several antiviral drugs, are under investigation as treatment agents for COVID-19. The use of convalescent plasma transfusion that contain neutralizing antibodies for COVID-19 has become the major focus. This requires mass screening of populations for these antibodies. While several countries started reporting population based antibody rate, its simple point estimate may be misinterpreted without proper estimation of standard error and confidence intervals. In this paper, we review the importance of antibody studies and present the 95% confidence intervals COVID-19 antibody rate for the Korean population using two recently performed antibody tests in Korea. Due to the sparsity of data, the estimation of confidence interval is a big challenge. Thus, we consider several confidence intervals using Asymptotic, Exact and Bayesian estimation methods. In this article, we found that the Wald method gives the narrowest interval among all Asymptotic methods whereas mid p-value gives the narrowest among all Exact methods and Jeffrey's method gives the narrowest from Bayesian method. The most conservative 95% confidence interval estimation shows that as of 00:00 on September 15, 2020, at least 32,602 people were infected but not confirmed in Korea.",COVID-19; antibody; confidence interval; retention rate,full_text,strict,strong_candidate,4,"The full text confirms strong relevance to the review question because it centers on SARS-CoV-2 antibody prevalence estimation in Korea and provides explicit prevalence-type estimates with confidence intervals. Although it is a secondary analysis of KCDC screening data and the authors acknowledge representativeness limitations, it still contains original empirical estimation directly usable for seroprevalence-based inference.",4,"The paper is explicitly about COVID-19/SARS-CoV-2 throughout, beginning with “Confidence intervals for the COVID-19 neutralizing antibody retention rate in the Korean population” and describing SARS-CoV-2 as the cause of COVID-19.",3,"The analysis uses human serum samples from Korean screening surveys, including KNHANES participants and patients visiting a medical institution in Seoul. However, the authors note the samples may not represent the total Korean population well.",4,"The study is set in a real-world geographic context in South Korea, using samples from 13–14 cities/provinces and Seoul, and extrapolating to the Korean population.",3,"This is a primary statistical reanalysis of reported Korean antibody survey data, with original calculation of multiple 95% confidence intervals and inferred numbers of antibody carriers. The underlying serology measurements were produced by KCDC surveys rather than collected directly by the authors.",4,"The full text directly reports and estimates the target parameter: population antibody prevalence/seropositivity, termed “antibody retention rate,” with sample results such as 0/1,555, 1/1,500, and 1/1,400 and multiple tables giving 95% CIs for the sample antibody rate and total antibody carriers.",screened,D:\AILab\MAS\Meta-Analysis\MetaAgent-Epi\dev\paper_pool\markdown\PMID_33017875\PMID_33017875.md,,
32743610,✓,"High Community SARS-CoV-2 Antibody Seroprevalence in a Ski Resort Community, Blaine County, Idaho, US. Preliminary Results.","McLaughlin CC, Doll MK, Morrison KT, McLaughlin WL, O'Connor T, Sholukh AM, Bossard EL, Phasouk K, Ford ES, Diem K, Klock AM, Jerome KR, Corey L.",medRxiv [Preprint]. 2020 Jul 21:2020.07.19.20157198. doi: 10.1101/2020.07.19.20157198.,McLaughlin,medRxiv : the preprint server for health sciences,2020,2020/08/04,PMC7386534,,10.1101/2020.07.19.20157198,"Community-level seroprevalence surveys are needed to determine the proportion of the population with previous SARS-CoV-2 infection, a necessary component of COVID-19 disease surveillance. In May, 2020, we conducted a cross-sectional seroprevalence study of IgG antibodies for nucleocapsid of SARS-CoV-2 among the residents of Blaine County, Idaho, a ski resort community with high COVID-19 attack rates in late March and Early April (2.9% for ages 18 and older). Participants were selected from volunteers who registered via a secure web link, using prestratification weighting to the population distribution by age and gender within each ZIP Code. Participants completed a survey reporting their demographics and symptoms; 88% of volunteers who were invited to participate completed data collection survey and had 10 ml of blood drawn. Serology was completed via the Abbott Architect SARS-CoV-2 IgG immunoassay. Primary analyses estimated seroprevalence and 95% credible intervals (CI) using a hierarchical Bayesian framework to account for diagnostic uncertainty. Stratified models were run by age, sex, ZIP Code, ethnicity, employment status, and a priori participant-reported COVID-19 status. Sensitivity analyses to estimate seroprevalence included base models with post-stratification for ethnicity, age, and sex, with or without adjustment for multi-participant households. IgG antibodies to the virus that causes COVID-19 were found among 22.7% (95% CI: 20.1%, 25.5%) of residents of Blaine County. Higher levels of antibodies were found among residents of the City of Ketchum 34.8% (95% CI 29.3%, 40.5%), compared to Hailey 16.8% (95%CI 13.7%, 20.3%) and Sun Valley 19.4% (95% 11.8%, 28.4%). People who self-identified as not believing they had COVID-19 had the lowest prevalence 4.8% (95% CI 2.3%, 8.2%). The range of seroprevalence after correction for potential selection bias was 21.9% to 24.2%. This study suggests more than 80% of SARS-CoV-2 infections were not reported. Although Blaine County had high levels of SARS-CoV-2 infection, the community is not yet near the herd immunity threshold.",,full_text,strict,strong_candidate,4,"The full text strongly supports relevance to the review question. It is an original human community-based SARS-CoV-2 seroprevalence study conducted in a defined geographic population and reports explicit antibody prevalence estimates that could inform inference about cumulative infection burden; the discussion even notes that local death counts were too small for reliable IFR estimation, underscoring direct connection to IFR-related use.",4,"The full text is explicitly about SARS-CoV-2/COVID-19 throughout, e.g., the abstract states this was a 'cross-sectional seroprevalence study of IgG antibodies for nucleocapsid of SARS-CoV-2' and the introduction discusses estimating cumulative incidence of SARS-CoV-2 infection.",4,"This is a human community study of Blaine County residents aged 18 years and older. Methods describe recruitment of county residents, surveys, and blood draws from 917 participants.",4,"The study is set in a real-world geographic population: Blaine County, Idaho, including Ketchum, Hailey, and Sun Valley. Results provide place-specific seroprevalence estimates by ZIP code, confirming field/community relevance.",4,"The paper reports original empirical data from a primary cross-sectional serosurvey, including recruitment, specimen collection, Abbott Architect testing, and analyses of 917 participants with 208 IgG-positive results.",4,"Seroprevalence is the central target parameter. The abstract, methods, results, tables, and discussion all explicitly report SARS-CoV-2 IgG seroprevalence estimates, e.g., overall 22.7% (95% CI 20.0%-25.5%) with stratified and bias-corrected estimates.",screened,D:\AILab\MAS\Meta-Analysis\MetaAgent-Epi\dev\paper_pool\markdown\PMID_32743610\PMID_32743610.md,,
32939231,,High seroprevalence of SARS-CoV-2 in elderly care employees in Sweden.,"Lindahl JF, Hoffman T, Esmaeilzadeh M, Olsen B, Winter R, Amer S, Molnár C, Svalberg A, Lundkvist Å.",Infect Ecol Epidemiol. 2020 Aug 5;10(1):1789036. doi: 10.1080/20008686.2020.1789036.,Lindahl,Infection ecology & epidemiology,2020,2020/09/17,PMC7480625,,10.1080/20008686.2020.1789036,"The COVID-19 pandemic is growing and spread in the Swedish elderly care system during April 2020. The increasing number of employees on sick-leave due to COVID-19 created severe logistic problems. Some elderly care homes therefore started to screen their personnel to secure the safety of the elderly and to avoid unnecessary quarantine of potentially immune employees. Secondary data from a screening with a COVID-19 rapid test for detection of SARS-CoV-2-specific IgM and IgG of 1,005 employees in 22 elderly care homes in Stockholm, Sweden, were analyzed. Seropositive employees were found in 21 out of the 22 care homes. In total, 23% (231/1,005) of the employees tested positive for antibodies against SARS-CoV-2, and 14.3% (144/1,005) were found positive for IgM (either alone or combined with IgG), indicating recent or present infection. Of those that tested seropositive, 46.5% did not report any clinical symptoms, indicating pre- or asymptomatic infections. Reported symptoms with the highest correlation with seropositivity were fever and loss of smell and taste. These results suggest that antibody testing of employees in elderly care homes is valuable for surveillance of disease development and a crucial screening tool in the effort to decrease the death toll in this pandemic.",COVID-19; IgG; IgM; SARS-CoV-2; elderly care homes; employees; rapid test,full_text,strict,strong_candidate,4,"The full text strongly supports relevance to the review question. It is an original human field study of SARS-CoV-2 antibody prevalence in a defined workforce, with explicit seroprevalence estimates overall and by facility in Stockholm, making it directly useful as seroepidemiologic evidence.",4,"The full text is explicitly about SARS-CoV-2/COVID-19, e.g., the title states 'High seroprevalence of SARS-CoV-2 in elderly care employees in Sweden' and the methods used a 'COVID-19 rapid test for detection of SARS-CoV-2-specific IgM and IgG.'",4,"This is a human population study of '1,005 employees from 22 different elderly care homes in Stockholm.' The participants are real-world workers in elderly care settings, not animals or only laboratory specimens.",4,"The study is set in a clear real-world geographic context: '22 different elderly care homes in Stockholm' with homes 'situated in Stockholm city and its suburbs in the North, West, and South.' Table 1 reports results by care home.",4,"The paper reports original empirical data from a screening program: 'Secondary data from a screening... of 1,005 employees in 22 elderly care homes... were analyzed.' It includes primary serology results, symptom data, and regression analyses.",4,"The target parameter is central and explicitly reported: the abstract states 'In total, 23% (231/1,005) of the employees tested positive for antibodies against SARS-CoV-2,' and the results note 'the seroprevalence ranged from 0% to 45%' across homes. This is a population-level antibody prevalence/seropositivity study, not merely assay validation or immunogenicity.",screened,D:\AILab\MAS\Meta-Analysis\MetaAgent-Epi\dev\paper_pool\markdown\PMID_32939231\PMID_32939231.md,,
32676623,,SARS-CoV-2 Seroprevalence Among Parturient Women.,"Flannery DD, Gouma S, Dhudasia MB, Mukhopadhyay S, Pfeifer MR, Woodford EC, Gerber JS, Arevalo CP, Bolton MJ, Weirick ME, Goodwin EC, Anderson EM, Greenplate AR, Kim J, Han N, Pattekar A, Dougherty J, Kuthuru O, Mathew D, Baxter AE, Vella LA, Weaver J, Verma A, Leite R, Morris JS, Rader DJ, Elovitz MA, Wherry EJ, Puopolo KM, Hensley SE.",medRxiv [Preprint]. 2020 Jul 10:2020.07.08.20149179. doi: 10.1101/2020.07.08.20149179.,Flannery,medRxiv : the preprint server for health sciences,2020,2020/07/18,PMC7359548,,10.1101/2020.07.08.20149179,"Limited data are available for pregnant women affected by SARS-CoV-2. Serological tests are critically important to determine exposure and immunity to SARS-CoV-2 within both individuals and populations. We completed SARS-CoV-2 serological testing of 1,293 parturient women at two centers in Philadelphia from April 4 to June 3, 2020. We tested 834 pre-pandemic samples collected in 2019 and 15 samples from COVID-19 recovered donors to validate our assay, which has a ~1% false positive rate. We found 80/1,293 (6.2%) of parturient women possessed IgG and/or IgM SARS-CoV-2-specific antibodies. We found race/ethnicity differences in seroprevalence rates, with higher rates in Black/non-Hispanic and Hispanic/Latino women. Of the 72 seropositive women who also received nasopharyngeal polymerase chain reaction testing during pregnancy, 46 (64%) were positive. Continued serologic surveillance among pregnant women may inform perinatal clinical practices and can potentially be used to estimate seroprevalence within the community.",,full_text,strict,strong_candidate,4,"The full text strongly supports relevance to the review question. It is an original human seroprevalence study of SARS-CoV-2 antibodies in a defined Philadelphia obstetric population, with clear population-based antibody prevalence estimates that could inform inference about cumulative infection in the community, albeit in a specific subgroup rather than the general population.",4,"The full text is explicitly centered on SARS-CoV-2/COVID-19, e.g., the title, abstract, and methods state 'SARS-CoV-2 serological testing' and testing for 'SARS-CoV-2 immunoglobulin G (IgG) and immunoglobulin M (IgM) antibodies.'",4,"This is a human population study of '1,293 parturient women at two centers in Philadelphia' and a 'prospective cohort study of pregnant women presenting for delivery,' not an animal or purely laboratory-only study.",4,"The study is embedded in a real-world geographic setting: two academic birth hospitals in 'Philadelphia, Pennsylvania,' with most women living 'within or immediately bordering the city of Philadelphia' and mapped in Figure 1.",4,"The paper reports original primary data from serum testing of 1,293 women, along with assay validation using 834 pre-pandemic and 15 recovered-donor samples, and presents empirical results in tables and figures.",4,"The target parameter is explicit and central: the paper reports '80/1,293 (6.2%)' women with SARS-CoV-2 antibodies and repeatedly refers to 'seroprevalence rates,' including subgroup estimates by race/ethnicity and geography.",screened,D:\AILab\MAS\Meta-Analysis\MetaAgent-Epi\dev\paper_pool\markdown\PMID_32676623\PMID_32676623.md,,
35960673,,Personnel protection strategy for healthcare workers in Wuhan during the COVID-19 epidemic.,"Hou FF, Zhou F, Xu X, Wang D, Xu G, Jiang T, Nie S, Wu X, Ren C, Wang G, Lau JY, Wang X, Zhang K.",Precis Clin Med. 2020 Jul 20;3(3):169-174. doi: 10.1093/pcmedi/pbaa024. eCollection 2020 Sep.,Hou,Precision clinical medicine,2020,2022/08/12,PMC7454919,,10.1093/pcmedi/pbaa024,"OBJECTIVE: To identify the effectiveness of a personnel protection strategy in protection of healthcare workers from SARS-CoV-2 infection. DESIGN: During the COVID-19 pandemic, 943 healthcare staff sent from Guangzhou to Wuhan to care for patients with suspected/confirmed COVID-19 received infection precaution training before their mission and were equipped with Level 2/3 personal protective equipment (PPE), in accordance with guidelines from the National Health Commission of China. We conducted a serological survey on the cumulative attack rate of SARS-CoV-2 among the healthcare workers sent to Wuhan and compared the seropositive rate to that in local healthcare workers from Wuhan and Jingzhou. RESULTS: Serial tests for SARS-CoV-2 RNA and tests for SARS-CoV-2 immunoglobulin M and G after the 6-8 week mission revealed a zero cumulative attack rate. Among the local healthcare workers in Wuhan and Jingzhou of Hubei Province, 2.5% (113 out of 4495) and 0.32% (10 out of 3091) had RT-PCR confirmed COVID-19, respectively. The seropositivity for SARS-CoV-2 antibodies (IgG, IgM, or both IgG/IgM positive) was 3.4% (53 out of 1571) in local healthcare workers from Wuhan with Level 2/3 PPE working in isolation areas and 5.4% (126 out of 2336) in healthcare staff with Level 1 PPE working in non-isolation medical areas, respectively. CONCLUSIONS AND RELEVANCE: Our study confirmed that adequate training/PPE can protect medical personnel against SARS-CoV-2.",COVID-19; healthcare workers; personal protective equipment (PPE),full_text,strict,strong_candidate,4,"The full text clearly confirms that this is an original SARS-CoV-2 serological survey in human populations in real clinical settings. Crucially for second-stage refinement, the paper does not merely mention antibodies in passing; it reports concrete seropositivity estimates and counts in the main results and tables, making it relevant for evidence syntheses of seroprevalence/antibody data that may inform infection fatality rate inference.",4,"The full text is explicitly about SARS-CoV-2/COVID-19, including repeated references to 'SARS-CoV-2 infection,' 'COVID-19 epidemic,' and testing for SARS-CoV-2 RNA and antibodies.",4,"This is a human study of 8,529 healthcare workers in Wuhan, Jingzhou, and Guangzhou, with participant characteristics and testing results reported.",4,"The study is set in real-world healthcare settings in Wuhan and Jingzhou, Hubei Province, plus medical teams from Guangzhou deployed to Wuhan during the epidemic.",4,"The paper reports original empirical data from a serological survey conducted between 20 March and 15 April 2020, including RT-PCR and IgG/IgM testing results with counts and confidence intervals in Tables 2-4.",4,"The target parameter is directly reported: the study states it 'conducted a serological survey on the cumulative attack rate of SARS-CoV-2' and provides seropositivity/seropositive rates such as 3.4% (53/1571) in Wuhan isolation-area workers, 5.4% (126/2336) in Wuhan non-isolation workers, 1.3% overall in Jingzhou, and 0.0% in the Guangzhou medical team.",screened,D:\AILab\MAS\Meta-Analysis\MetaAgent-Epi\dev\paper_pool\markdown\PMID_35960673\PMID_35960673.md,,
32547909,,Prevalence of antibodies against COVID-19 in the staff of a COVID-19 regular ward.,"Harsch IA, Skiba M, Konturek PC, Epstude J.",GMS Hyg Infect Control. 2020 May 14;15:Doc09. doi: 10.3205/dgkh000344. eCollection 2020.,Harsch,GMS hygiene and infection control,2020,2020/06/18,PMC7273321,,10.3205/dgkh000344,,Antibodies; COVID-19; SARS-CoV-2; Serology,full_text,lenient,strong_candidate,4,"The full text strongly supports relevance to the review question: it is an original human serology study on SARS-CoV-2 in a real-world hospital staff population in Germany. Although the sample is small and occupational rather than general-population based, it directly reports antibody prevalence results that are pertinent to seroepidemiologic evidence.",4,"The full text is explicitly about SARS-CoV-2/COVID-19: e.g., 'The SARS-Cov-2 infection has spread worldwide' and 'For antibody determination against SARS-CoV-2, we used an ELISA.' Disease focus is central throughout.",4,"This is a human study of hospital staff: 'the two doctors, 15 nurses and one housekeeper (n=18) assigned to the ward.' It directly concerns a defined human population rather than animals or in vitro samples only.",4,"The study is set in a real-world geographic and institutional context: staff in the Thuringia Clinic in Saalfeld/Saale, Germany, with regional context from 'the German Federal State of Thuringia' and local case counts. This is clearly field-based observational work.",4,"The paper reports original primary data: after consent and ethics approval, the authors 'examined the antibody titers' of 18 ward staff between April 16 and 21, 2020, and report that no IgG or IgA antibodies were detected. This is an original empirical serology analysis, not a review.",4,"The target parameter is explicit and central: the authors aimed 'to collect data on how many permanent medical and nursing staff members... could have already experienced such an infection' using 'antibody identification in the serum,' and report antibody prevalence findings ('IgG antibodies... were not detected in any staff member, nor were IgA antibodies'). This is a seroprevalence/antibody prevalence study, albeit in a small occupational sample.",screened,D:\AILab\MAS\Meta-Analysis\MetaAgent-Epi\dev\paper_pool\markdown\PMID_32547909\PMID_32547909.md,yes,
32558808,,Canadian Public Health Laboratory Network Statement on Point-of-Care Serology Testing in COVID-19.,Respiratory Virus Infections Working Group1.,Can Commun Dis Rep. 2020 May 7;46(5):119-120. doi: 10.14745/ccdr.v46i05a03. eCollection 2020 May 7.,Respiratory Virus Infections Working Group1,Canada communicable disease report = Releve des maladies transmissibles au Canada,2020,2020/06/20,PMC7279129,,10.14745/ccdr.v46i05a03,,COVID-19; Canada; antibodies to SARS-CoV-2; point-of-care; serology testing,full_text,lenient,unlikely_candidate,3,"The full text clearly confirms that this is an original human COVID-19 surveillance study in a real Canadian population. However, it does not provide the target parameter needed for this review: there are no seroprevalence or antibody prevalence estimates anywhere in the body text, tables, or figures, so the stage-1 borderline signal is not confirmed for the review’s main question.",4,"The full text is explicitly about COVID-19, repeatedly referring to 'COVID-19' and 'SARS-CoV-2' in the epidemiologic analysis of Canadian children and youth.",4,This is a human population surveillance study using Canadian laboratory-confirmed cases in children and youth reported to the Public Health Agency of Canada.,4,"The study is set in a real-world national context, analyzing cases across Canadian provinces and territories from January 15 to April 27, 2020.",4,"The paper reports original primary surveillance data from 24,079 laboratory-confirmed Canadian cases, including age-specific rates, symptoms, and hospitalization outcomes.",0,"The full text does not report seroprevalence, seropositivity, serosurvey results, or antibody prevalence. It is a case-based surveillance analysis of laboratory-confirmed infections, not a serologic study.",screened,D:\AILab\MAS\Meta-Analysis\MetaAgent-Epi\dev\paper_pool\markdown\PMID_32558808\PMID_32558808.md,yes,
32944166,,"Pronounced difference in Covid-19 antibody prevalence indicates cluster transmission in Stockholm, Sweden.","Lundkvist Å, Hanson S, Olsen B.",Infect Ecol Epidemiol. 2020 Aug 11;10(1):1806505. doi: 10.1080/20008686.2020.1806505.,Lundkvist,Infection ecology & epidemiology,2020,2020/09/18,PMC7480443,,10.1080/20008686.2020.1806505,"The prevalence of COVID-19 antibodies on June 17-18, 2020 was investigated in two residential areas of Stockholm, Sweden. Among the residents in Norra Djurgårdsstaden, a newly built upper- and middle-class area of Stockholm, 4.1% of study participants had SARS-CoV-2-specific antibodies, while in Tensta, a highly segregated low-income area, 30% of the participants tested antibody positive.",COVID-19; IgG; IgM; SARS-CoV-2; cluster transmission; rapid test,full_text,strict,strong_candidate,4,"The full text strongly supports relevance to the review question. It is an original human field study of SARS-CoV-2 antibody prevalence in defined Stockholm communities, directly reporting population-level antibody positivity estimates that could inform infection burden and, in combination with mortality data, IFR inference.",4,"The full text is explicitly about COVID-19/SARS-CoV-2, stating 'The prevalence of COVID-19 antibodies... was investigated' and repeatedly reporting 'SARS-CoV-2-specific antibodies' in Stockholm residents.",4,"This is a human population study: 'Randomly selected individuals were tested at local temporary testing sites' and the study included '123 residents from NDS and 90 from Tensta' with age, gender, and origin recorded.",4,"The study is set in real-world geographic locations, specifically two residential areas of Stockholm, Sweden: Norra Djurgårdsstaden and Tensta, with field testing conducted locally on June 17–18, 2020.",4,"The article reports original empirical data from primary testing of residents, including sample sizes, antibody results, subgroup characteristics, and confidence intervals presented in the text and Table 1.",4,"The target parameter is central and explicitly reported as antibody prevalence/seropositivity: '4.1% of study participants had SARS-CoV-2-specific antibodies' in one area and '30%... tested antibody positive' in the other, with 'Total Ab positive (%)' shown in Table 1.",screened,D:\AILab\MAS\Meta-Analysis\MetaAgent-Epi\dev\paper_pool\markdown\PMID_32944166\PMID_32944166.md,,
32511483,,Serological identification of SARS-CoV-2 infections among children visiting a hospital during the initial Seattle outbreak.,"Dingens AS, Crawford KHD, Adler A, Steele SL, Lacombe K, Eguia R, Amanat F, Walls AC, Wolf CR, Murphy M, Pettie D, Carter L, Qin X, King NP, Veesler D, Krammer F, Dickerson JA, Chu HY, Englund JA, Bloom JD.",medRxiv [Preprint]. 2020 Jun 30:2020.05.26.20114124. doi: 10.1101/2020.05.26.20114124.,Dingens,medRxiv : the preprint server for health sciences,2020,2020/06/09,PMC7273251,,10.1101/2020.05.26.20114124,"Children are strikingly underrepresented in COVID-19 case counts1-3. In the United States, children represent 22% of the population but only 1.7% of confirmed SARS-CoV-2 cases1. One possibility is that symptom-based viral testing is less likely to identify infected children, since they often experience milder disease than adults1,4-7. To better assess the frequency of pediatric SARS-CoV-2 infection, we serologically screened 1,775 residual samples from Seattle Children's Hospital collected from 1,076 children seeking medical care during March and April of 2020. Only one child was seropositive in March, but seven were seropositive in April for a period seroprevalence of ≈ 1%. Most seropositive children (6/8) were not suspected of having had COVID-19. The sera of seropositive children had neutralizing activity, including one that neutralized at a dilution >1:18,000. Therefore, an increasing number of children seeking medical care were infected by SARS-CoV-2 during the early Seattle outbreak despite few positive viral tests.",,full_text,strict,strong_candidate,4,"The full text strongly supports relevance to the review question. It is an original human serosurvey of SARS-CoV-2 in a defined Seattle pediatric hospital population and explicitly reports seropositivity and period seroprevalence (~1% in April 2020), making it highly pertinent as antibody prevalence evidence, albeit in a convenience clinical sample rather than a population-representative survey.",4,"The full text is explicitly about SARS-CoV-2/COVID-19, e.g., the title and repeated references to 'SARS-CoV-2 infections' and 'COVID-19'. The study centrally investigates pediatric SARS-CoV-2 infection during the Seattle outbreak.",4,"This is a human study of '1,775 residual serum samples... from 1,076 unique children' visiting Seattle Children’s Hospital. The population is clearly pediatric patients in a real clinical setting.",4,The study is conducted in a real-world geographic context: 'Seattle Children’s Hospital' during 'the initial Seattle outbreak' and discusses the 'greater Seattle area' and Washington State epidemic timing. This is field/clinical surveillance in an identifiable place and time.,4,"The paper reports original empirical data from serological screening, CMIA confirmation, neutralization assays, and period seroprevalence analysis. It includes primary data on 1,775 samples, 1,076 children, and 8 seropositive children.",4,The target parameter is directly reported: 'seven were seropositive in April for a period seroprevalence of ≈1%' and the Methods include a dedicated 'Period seroprevalence analysis'. The paper is explicitly described as a 'large-scale SARS-CoV-2 serological survey of children' and reports seropositivity/seroprevalence estimates.,screened,D:\AILab\MAS\Meta-Analysis\MetaAgent-Epi\dev\paper_pool\markdown\PMID_32511483\PMID_32511483.md,,
32733782,,Seroprevalence of COVID-19 antibodies in the cleaning and oncological staff of a municipal clinic.,"Epstude J, Harsch IA.",GMS Hyg Infect Control. 2020 Jul 23;15:Doc18. doi: 10.3205/dgkh000353. eCollection 2020.,Epstude,GMS hygiene and infection control,2020,2020/08/01,PMC7376972,,10.3205/dgkh000353,"Aim: To prevent shedding of the novel COVID-19 virus in hospitals, strict hygiene measures and surveillance of the staff and patients is mandatory. Studying the available literature, we assumed that monitoring of the cleaning staff may sometimes be a ""blind spot"" in surveillance. Although the cleaning personnel is not entrusted with the medical and nursing care of patients, the extent of patient contacts in this group may be comparable to medical personnel and even increase in times of a visit ban in many hospitals. The aim of this study was to investigate the prevalence of COVID-19 infections already undergone in this group. Methods: Antibody titers (IgA and IgG) against COVID-19 were measured in the cleaning staff from June 15th to 30th, 2020 in our clinic. Antibodies against COVID-19 were determined using ELISA (EUROIMMUN™, PerkinElmer, Inc. Company). For purposes of comparison, the same procedure was performed in the staff of the oncology ward, who were regarded as an important group due to their high-risk patients. Results: During the study period, 45 members of the cleaning staff and 20 members of the oncology ward were tested. Significantly elevated IgA antibody titers were detected in 1 person in the first group and in 1 person in the second group. Significantly elevated IgG antibody titers were not detected in the first group and in 1 person of the second group. In case of positive or indeterminate testing, swabs for direct virus detection were taken, but were negative in all cases. Conclusion: The prevalence of already undergone infections in both groups is low, as to be expected due to the still low incidence of COVID-19 infections in the German federal state of Thuringia. However, the presence of such antibodies in the cleaning personnel demonstrates the need for equally strict surveillance in this group.",COVID-19; SARS-CoV-2; antibodies; cancer; cleaning personnel; cleaning staff; hospital hygiene; oncology; serology,full_text,strict,strong_candidate,4,"The full text clearly confirms this paper as a relevant original SARS-CoV-2 serology study in humans. Most importantly for second-stage refinement, it does not merely discuss antibodies in the abstract or background: it actually reports measured antibody prevalence/seropositivity results in defined staff populations, making it potentially useful as seroprevalence evidence for IFR-related inference, albeit in a narrow occupational population rather than a general population sample.",4,"The full text is explicitly about COVID-19/SARS-CoV-2, with repeated references to 'COVID-19 antibodies,' 'SARS-CoV-2,' and hospital surveillance during the pandemic. The methods measure IgA/IgG antibodies against SARS-CoV-2 and PCR swabs for direct virus detection.",4,"This is a human study of hospital employees: 45 cleaning staff and 20 oncology ward staff in a municipal clinic in Thuringia, Germany. Participants were consented employees, not animals or purely laboratory specimens.",4,"The study is set in a real-world geographic and institutional context: the Thuringia Clinic Saalfeld in the German federal state of Thuringia, with field sampling conducted June 15-30, 2020. It evaluates serologic findings in an actual hospital workforce.",4,"The paper reports original empirical data from primary testing of 65 staff members using EUROIMMUN ELISA, with follow-up PCR swabs for positive/borderline cases. It includes sample sizes, testing procedures, and a results table with antibody counts and percentages.",4,"The target parameter is directly reported: the paper is a seroprevalence/antibody prevalence study and explicitly states its aim was to investigate 'the prevalence of already undergone COVID-19 infections.' Table 1 gives IgA and IgG positivity categories and percentages for cleaning personnel and oncology staff (e.g., IgA >2 in 1/45 cleaning staff and 1/20 oncology staff; IgG >2 in 0/45 cleaning staff and 1/20 oncology staff), confirming concrete serologic prevalence data.",screened,D:\AILab\MAS\Meta-Analysis\MetaAgent-Epi\dev\paper_pool\markdown\PMID_32733782\PMID_32733782.md,,
